timestamp,e2_node_id,ue_id,min_prb_ratio,max_prb_ratio
2025-03-21 16:47:42,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:47:47,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:47:52,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:47:57,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:48:02,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:48:07,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:48:12,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:48:17,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:48:22,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:48:27,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:48:32,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:48:37,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:48:42,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:48:47,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:48:52,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:48:57,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:49:02,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:49:07,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:49:12,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:49:17,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:49:22,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:49:27,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:49:32,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:49:37,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:49:42,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:49:47,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:49:52,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:49:57,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:50:02,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:50:07,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:50:12,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:50:17,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:50:22,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:50:27,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:50:32,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:50:37,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:50:42,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:50:47,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:50:52,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:50:57,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:51:02,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:51:07,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:51:12,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:51:17,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:51:22,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:51:27,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:51:32,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:51:37,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:51:42,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:51:47,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:51:52,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:51:57,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:52:02,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:52:07,gnbd_001_001_00019b_0,0,12,24
