timestamp,e2_node_id,ue_id,min_prb_ratio,max_prb_ratio
2025-03-21 16:52:12,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:52:17,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:52:22,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:52:27,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:52:32,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:52:37,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:52:42,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:52:47,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:52:52,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:52:57,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:53:02,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:53:07,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:53:12,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:53:17,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:53:22,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:53:27,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:53:32,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:53:37,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:53:42,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:53:47,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:53:52,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:53:57,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:54:02,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:54:07,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:54:12,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:54:17,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:54:22,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:54:27,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:54:32,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:54:37,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:54:42,gnbd_001_001_00019b_0,0,12,24
2025-03-21 16:54:47,gnbd_001_001_00019b_0,0,12,24
