Timestamp,xApp_ID,Latency (seconds)
2025-03-21 16:47:47,xApp1,0.006882190704345703
2025-03-21 16:47:52,xApp1,0.006514072418212891
2025-03-21 16:47:57,xApp1,0.006446361541748047
2025-03-21 16:48:02,xApp1,0.006128549575805664
2025-03-21 16:48:07,xApp1,0.0059092044830322266
2025-03-21 16:48:12,xApp1,0.005883932113647461
2025-03-21 16:48:17,xApp1,0.006591796875
2025-03-21 16:48:22,xApp1,0.006696939468383789
2025-03-21 16:48:27,xApp1,0.0036568641662597656
2025-03-21 16:48:33,xApp1,0.006547689437866211
2025-03-21 16:48:38,xApp1,0.0068552494049072266
2025-03-21 16:48:43,xApp1,0.005885601043701172
2025-03-21 16:48:48,xApp1,0.005816221237182617
2025-03-21 16:48:53,xApp1,0.006255626678466797
2025-03-21 16:48:58,xApp1,0.008081674575805664
2025-03-21 16:49:03,xApp1,0.006951808929443359
2025-03-21 16:49:08,xApp1,0.00553441047668457
2025-03-21 16:49:13,xApp1,0.015911102294921875
2025-03-21 16:49:18,xApp1,0.006793498992919922
2025-03-21 16:49:23,xApp1,0.0070226192474365234
2025-03-21 16:49:28,xApp1,0.006211280822753906
2025-03-21 16:49:33,xApp1,0.005506038665771484
2025-03-21 16:49:38,xApp1,0.006255388259887695
2025-03-21 16:49:43,xApp1,0.0066945552825927734
2025-03-21 16:49:48,xApp1,0.0075681209564208984
2025-03-21 16:49:53,xApp1,0.00678706169128418
2025-03-21 16:49:58,xApp1,0.007275819778442383
2025-03-21 16:50:03,xApp1,0.00726771354675293
2025-03-21 16:50:08,xApp1,0.006066560745239258
2025-03-21 16:50:13,xApp1,0.005957126617431641
2025-03-21 16:50:18,xApp1,0.006459236145019531
2025-03-21 16:50:23,xApp1,0.006173372268676758
2025-03-21 16:50:28,xApp1,0.005654096603393555
2025-03-21 16:50:33,xApp1,0.00582432746887207
2025-03-21 16:50:38,xApp1,0.005098819732666016
2025-03-21 16:50:43,xApp1,0.006068229675292969
2025-03-21 16:50:48,xApp1,0.0075435638427734375
2025-03-21 16:50:53,xApp1,0.006163835525512695
2025-03-21 16:50:58,xApp1,0.005627870559692383
2025-03-21 16:51:03,xApp1,0.006047725677490234
2025-03-21 16:51:08,xApp1,0.006596088409423828
2025-03-21 16:51:13,xApp1,0.0028748512268066406
2025-03-21 16:51:18,xApp1,0.006757497787475586
2025-03-21 16:51:23,xApp1,0.006232500076293945
2025-03-21 16:51:28,xApp1,0.006067514419555664
2025-03-21 16:51:33,xApp1,0.00638127326965332
2025-03-21 16:51:38,xApp1,0.005513429641723633
2025-03-21 16:51:43,xApp1,0.00260162353515625
2025-03-21 16:51:48,xApp1,0.007930517196655273
2025-03-21 16:51:53,xApp1,0.0057773590087890625
2025-03-21 16:51:58,xApp1,0.0071332454681396484
2025-03-21 16:52:03,xApp1,0.0061702728271484375
2025-03-21 16:52:08,xApp1,0.00729823112487793
2025-03-21 16:52:13,xApp1,0.008367776870727539
2025-03-21 16:52:18,xApp1,0.007013797760009766
2025-03-21 16:52:23,xApp1,0.007977485656738281
2025-03-21 16:52:28,xApp1,0.008404254913330078
2025-03-21 16:52:33,xApp1,0.006014585494995117
2025-03-21 16:52:38,xApp1,0.006589412689208984
2025-03-21 16:52:43,xApp1,0.0066280364990234375
2025-03-21 16:52:48,xApp1,0.00524592399597168
2025-03-21 16:52:53,xApp1,0.006915569305419922
2025-03-21 16:52:58,xApp1,0.0036590099334716797
2025-03-21 16:53:03,xApp1,0.005539894104003906
2025-03-21 16:53:08,xApp1,0.006961345672607422
2025-03-21 16:53:13,xApp1,0.004327535629272461
2025-03-21 16:53:18,xApp1,0.0034780502319335938
2025-03-21 16:53:23,xApp1,0.0052013397216796875
2025-03-21 16:53:28,xApp1,0.0037207603454589844
2025-03-21 16:53:33,xApp1,0.0023767948150634766
2025-03-21 16:53:38,xApp1,0.005599260330200195
2025-03-21 16:53:43,xApp1,0.0037467479705810547
2025-03-21 16:53:48,xApp1,0.005572319030761719
2025-03-21 16:53:53,xApp1,0.005182504653930664
2025-03-21 16:53:58,xApp1,0.0060422420501708984
2025-03-21 16:54:03,xApp1,0.005402565002441406
2025-03-21 16:54:08,xApp1,0.002228260040283203
2025-03-21 16:54:13,xApp1,0.006262779235839844
2025-03-21 16:54:18,xApp1,0.007081270217895508
2025-03-21 16:54:23,xApp1,0.00755000114440918
2025-03-21 16:54:28,xApp1,0.005727052688598633
2025-03-21 16:54:33,xApp1,0.006139516830444336
2025-03-21 16:54:38,xApp1,0.0057582855224609375
2025-03-21 16:54:43,xApp1,0.007764339447021484
2025-03-21 16:54:48,xApp1,0.006672382354736328
