timestamp,e2_node_id,ue_id,min_prb_ratio,max_prb_ratio
2025-04-09 16:29:12,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:29:17,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:29:22,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:29:27,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:29:32,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:29:37,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:29:42,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:29:47,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:29:52,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:29:58,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:30:03,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:30:08,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:30:13,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:30:18,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:30:23,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:30:28,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:30:33,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:30:38,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:30:43,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:30:48,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:30:53,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:30:58,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:31:03,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:31:08,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:31:13,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:31:18,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:31:23,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:31:28,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:31:33,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:31:38,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:31:43,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:31:48,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:31:53,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:31:58,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:32:03,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:32:08,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:32:13,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:32:18,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:32:23,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:32:28,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:32:33,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:32:38,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:32:43,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:32:48,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:32:53,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:32:58,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:33:03,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:33:08,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:33:13,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:33:18,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:33:23,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:33:28,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:33:33,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:33:38,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:33:43,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:33:48,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:33:53,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:33:58,gnbd_001_001_00019b_0,0,1,20
2025-04-09 16:34:03,gnbd_001_001_00019b_0,0,1,20
