timestamp,e2_node_id,ue_id,min_prb_ratio,max_prb_ratio
2025-03-24 16:55:51,gnbd_001_001_00019b_0,0,12,24
2025-03-24 16:55:56,gnbd_001_001_00019b_0,0,12,24
2025-03-24 16:56:01,gnbd_001_001_00019b_0,0,12,24
2025-03-24 16:56:06,gnbd_001_001_00019b_0,0,12,24
2025-03-24 16:56:11,gnbd_001_001_00019b_0,0,12,24
2025-03-24 16:56:16,gnbd_001_001_00019b_0,0,12,24
2025-03-24 16:56:21,gnbd_001_001_00019b_0,0,12,24
2025-03-24 16:56:26,gnbd_001_001_00019b_0,0,12,24
2025-03-24 16:56:31,gnbd_001_001_00019b_0,0,12,24
2025-03-24 16:56:36,gnbd_001_001_00019b_0,0,12,24
2025-03-24 16:56:41,gnbd_001_001_00019b_0,0,12,24
2025-03-24 16:56:46,gnbd_001_001_00019b_0,0,12,24
2025-03-24 16:56:51,gnbd_001_001_00019b_0,0,12,24
2025-03-24 16:56:56,gnbd_001_001_00019b_0,0,12,24
2025-03-24 16:57:01,gnbd_001_001_00019b_0,0,12,24
2025-03-24 16:57:06,gnbd_001_001_00019b_0,0,12,24
2025-03-24 16:57:11,gnbd_001_001_00019b_0,0,12,24
2025-03-24 16:57:16,gnbd_001_001_00019b_0,0,12,24
2025-03-24 16:57:21,gnbd_001_001_00019b_0,0,12,24
2025-03-24 16:57:26,gnbd_001_001_00019b_0,0,12,24
2025-03-24 16:57:31,gnbd_001_001_00019b_0,0,12,24
2025-03-24 16:57:36,gnbd_001_001_00019b_0,0,12,24
2025-03-24 16:57:41,gnbd_001_001_00019b_0,0,12,24
2025-03-24 16:57:46,gnbd_001_001_00019b_0,0,12,24
2025-03-24 16:57:51,gnbd_001_001_00019b_0,0,12,24
2025-03-24 16:57:56,gnbd_001_001_00019b_0,0,12,24
2025-03-24 16:58:01,gnbd_001_001_00019b_0,0,12,24
2025-03-24 16:58:07,gnbd_001_001_00019b_0,0,12,24
2025-03-24 16:58:12,gnbd_001_001_00019b_0,0,12,24
2025-03-24 16:58:17,gnbd_001_001_00019b_0,0,12,24
2025-03-24 16:58:22,gnbd_001_001_00019b_0,0,12,24
2025-03-24 16:58:27,gnbd_001_001_00019b_0,0,12,24
2025-03-24 16:58:32,gnbd_001_001_00019b_0,0,12,24
2025-03-24 16:58:37,gnbd_001_001_00019b_0,0,12,24
2025-03-24 16:58:42,gnbd_001_001_00019b_0,0,12,24
2025-03-24 16:58:47,gnbd_001_001_00019b_0,0,12,24
2025-03-24 16:58:52,gnbd_001_001_00019b_0,0,12,24
2025-03-24 16:58:57,gnbd_001_001_00019b_0,0,12,24
2025-03-24 16:59:02,gnbd_001_001_00019b_0,0,12,24
2025-03-24 16:59:07,gnbd_001_001_00019b_0,0,12,24
2025-03-24 16:59:12,gnbd_001_001_00019b_0,0,12,24
2025-03-24 16:59:17,gnbd_001_001_00019b_0,0,12,24
2025-03-24 16:59:22,gnbd_001_001_00019b_0,0,12,24
2025-03-24 16:59:27,gnbd_001_001_00019b_0,0,12,24
2025-03-24 16:59:32,gnbd_001_001_00019b_0,0,12,24
2025-03-24 16:59:37,gnbd_001_001_00019b_0,0,12,24
2025-03-24 16:59:42,gnbd_001_001_00019b_0,0,12,24
2025-03-24 16:59:47,gnbd_001_001_00019b_0,0,12,24
2025-03-24 16:59:52,gnbd_001_001_00019b_0,0,12,24
2025-03-24 16:59:57,gnbd_001_001_00019b_0,0,12,24
2025-03-24 17:00:02,gnbd_001_001_00019b_0,0,12,24
2025-03-24 17:00:07,gnbd_001_001_00019b_0,0,12,24
2025-03-24 17:00:12,gnbd_001_001_00019b_0,0,12,24
2025-03-24 17:00:17,gnbd_001_001_00019b_0,0,12,24
2025-03-24 17:00:22,gnbd_001_001_00019b_0,0,12,24
2025-03-24 17:00:27,gnbd_001_001_00019b_0,0,12,24
2025-03-24 17:00:32,gnbd_001_001_00019b_0,0,12,24
2025-03-24 17:00:37,gnbd_001_001_00019b_0,0,12,24
2025-03-24 17:00:42,gnbd_001_001_00019b_0,0,12,24
2025-03-24 17:00:47,gnbd_001_001_00019b_0,0,12,24
2025-03-24 17:00:52,gnbd_001_001_00019b_0,0,12,24
2025-03-24 17:00:57,gnbd_001_001_00019b_0,0,12,24
2025-03-24 17:01:02,gnbd_001_001_00019b_0,0,12,24
2025-03-24 17:01:07,gnbd_001_001_00019b_0,0,12,24
2025-03-24 17:01:12,gnbd_001_001_00019b_0,0,12,24
2025-03-24 17:01:17,gnbd_001_001_00019b_0,0,12,24
2025-03-24 17:01:22,gnbd_001_001_00019b_0,0,12,24
2025-03-24 17:01:27,gnbd_001_001_00019b_0,0,12,24
2025-03-24 17:01:32,gnbd_001_001_00019b_0,0,12,24
2025-03-24 17:01:37,gnbd_001_001_00019b_0,0,12,24
2025-03-24 17:01:42,gnbd_001_001_00019b_0,0,12,24
2025-03-24 17:01:47,gnbd_001_001_00019b_0,0,12,24
2025-03-24 17:01:52,gnbd_001_001_00019b_0,0,12,24
2025-03-24 17:01:57,gnbd_001_001_00019b_0,0,12,24
2025-03-24 17:02:02,gnbd_001_001_00019b_0,0,12,24
2025-03-24 17:02:07,gnbd_001_001_00019b_0,0,12,24
2025-03-24 17:02:12,gnbd_001_001_00019b_0,0,12,24
2025-03-24 17:02:17,gnbd_001_001_00019b_0,0,12,24
2025-03-24 17:02:22,gnbd_001_001_00019b_0,0,12,24
2025-03-24 17:02:27,gnbd_001_001_00019b_0,0,12,24
2025-03-24 17:02:32,gnbd_001_001_00019b_0,0,12,24
2025-03-24 17:02:37,gnbd_001_001_00019b_0,0,12,24
2025-03-24 17:02:42,gnbd_001_001_00019b_0,0,12,24
2025-03-24 17:02:47,gnbd_001_001_00019b_0,0,12,24
2025-03-24 17:02:52,gnbd_001_001_00019b_0,0,12,24
2025-03-24 17:02:57,gnbd_001_001_00019b_0,0,12,24
2025-03-24 17:03:02,gnbd_001_001_00019b_0,0,12,24
2025-03-24 17:03:07,gnbd_001_001_00019b_0,0,12,24
